6.5208562964e-01 3.3086795902e-01 4.6409207884e-05
4.5426012636e-01 4.1935414091e-01 1.3993590265e+00
6.0243064880e-01 3.7205728391e-01 1.4845030313e+00
4.6787239835e-01 7.9276636310e-01 5.6131387843e-05
4.1672980223e-01 7.7118542545e-01 1.7393746258e-06
8.1618863945e-01 6.9971590726e-01 1.7725904240e+00
2.5615336529e-01 3.7012694146e-02 2.2909967546e-01
7.0015909144e-01 2.9900924833e-01 2.9316366055e-05
8.2719932663e-01 1.2070116488e-01 1.9109706201e-05
1.3620569092e-02 2.7303730314e-03 2.2832441065e-05
4.9982092299e-01 2.5981058143e-01 1.2295437304e+00
5.9492057698e-03 7.0736013741e-01 9.8978124423e-06
7.8402950426e-01 1.1046412098e-01 1.9931637310e-05
1.9530475865e-01 9.5488221425e-01 4.6199857837e-05
6.7794501044e-01 2.6554687147e-01 5.8329021527e-01
3.2812957194e-01 1.2616004730e-02 1.5529329224e-05
1.6987955101e-02 2.6232250234e-01 7.5119384608e-01
8.1835036731e-01 6.1277701231e-02 1.0492792198e+00
5.6068126954e-01 5.2740479736e-01 8.4230189424e-06
7.9010436288e-01 7.4079235604e-02 3.3606682195e-05
7.2887796478e-01 6.6215430466e-01 5.7240768208e-05
5.5330166095e-01 8.0556836929e-01 4.2535668191e-01
6.7931702896e-01 6.4709963153e-01 2.3453576865e-05
4.2254822971e-02 6.9776697710e-01 4.3059177347e-05
8.3806082413e-01 6.5003475565e-01 8.8795121937e-06
3.5805184404e-01 5.4481050367e-01 1.3963837362e+00
4.3495645216e-01 7.8112071615e-01 2.3262603344e-05
1.1104287943e-01 3.5729496884e-01 1.5586618292e-05
7.4024415707e-01 5.4287598647e-01 3.5745330113e-05
8.5508944520e-01 6.7652449427e-01 4.2514633353e-05
1.3710023775e-01 8.1959119087e-01 1.7266234965e-05
4.1242248477e-01 3.6644206887e-01 8.2959791274e-01
4.5242963300e-01 4.9464192867e-01 8.5224370883e-01
6.2977601385e-01 3.6004695747e-01 3.1734768462e-05
4.9539142509e-01 2.1052112092e-01 3.9075074923e-05
3.8401421391e-01 9.7307295079e-01 1.2759375282e+00
2.1646167655e-01 5.2099966638e-01 1.4396682652e+00
7.7998879797e-01 8.9392937448e-01 7.9018211864e-01
6.8242191462e-01 1.1808197418e-01 5.7007611016e-01
4.8558520732e-01 4.0333267566e-01 7.2293022897e-01
7.4564064526e-01 7.4376098356e-01 3.4903642106e-05
4.7572823495e-02 3.3573995441e-01 9.0242071833e-06
5.8647220863e-01 3.1898930613e-01 1.0726424295e+00
3.2657957409e-01 5.7083481743e-01 3.7360482263e-05
2.1732302113e-01 7.7898859739e-01 2.6610485459e-05
7.4946990447e-01 4.5690185335e-01 1.7295925968e+00
3.5360617194e-01 7.7460876865e-02 3.0953425775e-05
3.4680150702e-01 4.4569571676e-01 1.3726831990e-05
3.3484069784e-02 5.4664226562e-01 6.5117235007e-01
6.0743094005e-01 7.6435986695e-01 3.1147836416e-05
8.4294981533e-01 9.4385305335e-03 4.8040016711e-01
1.2259248546e-01 7.6918531132e-01 1.5412031903e+00
3.5128275544e-01 9.9977461598e-01 1.1820944069e+00
4.7167751396e-02 4.8302875800e-01 2.2120644893e-05
3.6621557068e-02 7.6718788569e-01 5.3689356683e-01
1.7523303496e-03 3.1102408521e-01 1.1922532593e+00
5.8689156884e-01 3.2171857481e-01 2.2248277948e-05
3.7511652045e-01 3.0482965265e-01 3.6143685110e-05
2.5732062860e-01 2.1233345382e-01 3.3938993640e-05
2.1133766735e-02 2.3529774174e-01 1.3767058764e+00
6.0677866763e-02 7.7340797961e-01 9.8404723130e-01
7.8000454206e-01 4.2832926106e-01 3.9163157467e-06
1.5650314119e-01 9.5000277700e-02 7.6659383007e-01
7.8189256976e-03 2.2518136715e-01 6.1376859872e-05
4.7168747830e-03 7.8049908327e-01 3.8738768594e-05
2.2823050879e-01 5.8949532203e-01 7.5309788289e-05
1.6026635958e-01 4.9416176482e-01 1.3422733642e-05
6.2310290058e-01 1.7352050823e-01 1.0610124749e-05
6.5180947937e-01 9.7792715145e-03 2.1056601771e-01
8.6013860107e-01 4.9382400454e-01 2.1727671216e-05
6.5880175276e-01 4.8209670742e-01 4.7029930544e-06
5.0016595765e-01 3.7499869040e-01 1.6583291309e-05
7.8509352832e-01 4.5494992892e-01 3.2314241344e-05
6.9452701846e-01 4.8449081017e-01 2.4499304352e-05
4.9130679471e-01 7.5343060705e-01 1.8446989593e-06
4.3494489278e-01 9.6135468024e-01 1.0048452036e+00
2.7571776941e-01 4.8117496096e-02 9.1041600874e-06
1.5737324542e-01 5.6582427715e-01 1.0727481552e+00
7.2984957933e-02 6.0994858456e-01 1.4976644050e+00
8.4506516847e-01 9.6722528107e-01 5.4465365406e-01
5.6376878305e-01 7.4767090388e-01 4.9275414176e-01
5.5502576473e-01 5.8890797346e-01 1.2760619307e+00
3.5016119556e-01 9.0674434175e-01 1.4124150183e+00
7.2397965532e-02 4.1045049076e-02 5.8448212593e-06
5.1911041490e-01 7.5963725773e-01 1.2687642858e+00
4.6470472302e-01 7.3265059782e-01 1.1966319417e+00
4.5069642441e-01 7.8683575406e-01 4.2316797123e-05
9.8227065214e-01 7.2913042018e-01 7.0922447513e-01
9.1185643982e-01 4.8079231179e-01 1.0733357322e+00
9.2841394421e-01 9.9375333954e-01 1.1688143466e+00
9.9077297912e-01 3.4724972792e-01 2.0678015382e-05
2.4520716156e-01 9.7264629144e-02 2.4771591884e-05
7.2909419823e-01 5.4448391928e-01 5.4447214882e-01
3.6599919178e-01 3.3893536408e-02 6.2506348840e-05
8.3017314878e-01 4.0687842564e-02 4.3716021758e-05
3.1647317130e-01 7.8666768382e-01 2.9814794047e-05
6.2754453149e-01 2.3367236142e-01 2.7789436394e-05
7.6026665087e-01 4.4108573716e-02 6.8573239873e-01
1.0535400976e-01 3.6075764069e-01 2.7783612288e-05
8.3791279662e-01 9.3365094813e-01 1.2886974867e+00
2.4480768585e-01 6.0193295109e-01 7.9173572559e-01
6.2789879956e-01 9.2298787885e-01 1.0237409885e+00
3.2547604426e-01 7.4607637452e-01 2.3969196735e-05
9.2353232457e-01 6.3698089586e-01 1.1644772094e+00
1.3081209071e-01 3.2993296772e-01 5.6152418739e-01
7.4136976969e-01 8.8359149839e-01 4.1609455402e-01
5.7458776195e-01 1.1302820605e-01 5.1064006574e-01
5.2874518801e-01 1.8661917725e-01 3.3366907165e-05
6.1075805216e-01 8.8011639576e-01 5.4161655277e-05
6.2281400366e-01 2.0271711489e-01 5.9750798345e-05
3.9001589763e-01 2.3218069799e-01 6.1740538944e-01
1.5193651749e-01 4.7384126214e-01 1.4855276479e+00
7.9993352464e-01 9.5732752151e-01 6.2817160589e-06
3.6511521254e-01 1.6106921187e-01 6.0738510756e-01
6.0384352080e-01 2.3726157217e-01 1.3466625455e-05
8.4857338930e-01 4.4886843227e-01 3.5058725680e-01
6.2532247148e-01 3.0912751449e-01 1.0011013281e+00
8.6729976878e-01 2.9686046483e-01 1.2769796539e+00
2.0894196807e-01 4.8854186454e-01 1.4748726837e-06
5.5120684383e-01 3.5506654271e-01 6.4471551556e-05
5.1432952040e-01 8.6738746946e-01 9.2054318292e-01
9.4882899972e-01 8.3474175809e-01 3.4099417596e-05
9.3566928574e-01 4.1643195405e-01 1.1871425246e+00
4.0341748876e-01 2.5980091143e-02 1.0786913065e+00
3.7731865327e-01 8.2004141462e-01 1.2773657432e+00
9.8611410899e-01 3.6985028420e-01 1.9792267850e-05
1.6948013836e-01 9.4263642496e-01 3.7510697022e-05
7.4788737784e-01 4.1229924793e-01 2.8132534787e-05
5.5951884052e-01 5.8249147450e-01 3.3029975945e-05
2.4103564882e-01 7.4550626194e-01 6.2329639095e-05
7.8205700409e-01 2.2951087454e-01 4.6486929606e-05
4.0189157879e-01 8.7537557367e-01 1.0505954263e+00
1.2585764398e-01 5.4989636814e-01 3.8182950658e-05
9.3658152281e-02 5.7598540069e-01 3.8595869452e-05
4.3659599836e-01 6.4227896816e-01 4.6202777410e-05
6.8210327642e-01 9.9443397507e-01 3.7536161212e-05
7.6715968614e-01 8.1831404710e-01 4.2259568347e-05
2.1892938234e-01 4.3499321735e-01 1.3227917402e+00
1.9789032021e-01 9.4771554017e-01 1.7572673850e-05
1.8841703525e-02 4.1328681407e-01 1.5708377053e+00
1.1868149699e-01 2.2479057678e-01 6.9946148431e-01
5.8390232761e-02 1.8641327853e-01 5.5272092101e-06
7.9747445164e-01 6.9335449310e-01 6.2653854148e-05
9.9288727991e-01 9.2916197265e-01 4.8501332854e-05
4.9645976396e-01 7.5469307044e-01 7.4374999883e-01
3.1089452475e-02 1.9492667476e-04 5.0918350957e-05
3.0683051254e-02 8.0999569371e-01 1.5543893803e+00
8.9031393510e-01 1.1310671289e-01 6.7980925036e-05
2.0739281521e-01 5.7640208293e-01 5.5815287079e-01
6.2912163291e-01 6.8049651339e-01 3.6727519992e-05
5.0540643722e-01 2.9313959910e-01 1.0035319453e+00
4.2662343135e-01 8.6126275782e-01 1.0189554476e-05
6.2221370856e-02 4.9564518909e-01 4.7089604030e-06
9.1407557431e-01 3.2040751720e-01 1.4820498657e+00
2.6460856009e-01 9.8020910447e-02 9.3367547514e-01
1.1050350127e-02 4.9363063951e-01 1.2110436564e+00
4.7083942766e-01 8.9173323055e-01 1.9102901739e+00
2.7474001662e-01 7.4452858340e-01 7.7991025095e-05
1.7000007273e-01 7.2989358009e-01 1.2026482517e+00
2.2298862723e-01 1.4865917152e-01 6.8818270369e-01
6.9074536771e-01 5.4576047761e-01 1.0691737571e+00
9.5084262537e-01 9.9215242023e-01 4.0310156208e-05
5.2390524012e-01 9.9033995669e-01 4.9965249657e-05
5.3581525056e-01 8.3999098801e-01 1.3835395942e-05
8.0633131583e-01 4.1121189193e-01 1.4655723906e+00
6.0979283834e-01 7.4994711347e-01 7.3488061167e-01
6.3007064992e-02 6.0208934213e-01 4.3294804901e-01
3.1331384796e-02 6.3222944303e-01 4.3401771669e-01
5.1214672845e-01 5.6204599818e-01 2.0786381517e-05
2.1998700484e-01 1.2191765585e-01 1.1136436263e+00
8.3271043363e-01 4.3270553303e-01 2.3418557380e-05
5.2132004581e-02 6.8942307440e-02 9.5733717647e-01
9.3153082147e-01 5.6139541109e-01 4.2876907853e-05
2.4331773995e-01 7.2886884629e-01 2.7288597373e-01
2.8902115691e-01 4.9833043255e-01 6.4325924570e-05
4.5871622849e-01 3.7800211278e-01 5.2929388682e-05
6.5798087690e-01 5.0602622741e-02 5.8938641158e-05
6.7008053998e-01 1.9271780517e-01 8.2539294376e-06
9.7264048062e-01 4.4119844661e-01 1.5363798760e+00
8.9435351498e-01 9.6658294827e-01 9.3228972000e-01
2.8580135563e-01 7.4691116456e-01 6.1005717843e-06
4.3534074649e-01 9.4600026034e-01 1.6253504465e+00
8.5342181465e-02 3.1197880358e-01 1.0274720887e-05
7.7732344207e-01 2.9243418651e-01 1.0042812979e+00
3.0813773343e-01 3.4729276635e-01 1.8671870066e-05
7.2691830565e-01 8.4929389538e-01 1.3163639353e-05
6.4805369523e-01 9.2108647430e-02 1.3030972212e+00
6.5416137908e-01 9.7265600045e-01 1.2362226056e+00
8.5982442526e-01 2.1721262569e-01 2.0416039339e-06
5.7761015467e-01 1.0523782081e-02 5.9532947482e-05
3.6224836256e-01 4.2374241857e-01 1.0510874737e+00
7.0056455629e-01 3.1575293206e-01 3.5754298681e-05
1.4267538595e-01 5.7975024079e-01 1.2320820090e+00
5.7718086466e-01 1.4527296393e-01 1.1605367384e+00
8.3064150348e-01 5.9386778979e-01 7.5016367035e-01
6.3095142879e-01 3.3880456296e-01 1.6260143132e+00
8.7865498669e-01 5.3416693258e-01 1.5403082331e+00
9.8168693105e-01 4.5159057799e-01 8.5807048394e-05
5.4420286854e-01 6.8854978763e-01 1.5525699281e-05
5.3529971798e-01 8.6725340717e-01 2.9135635420e-01
3.9808753411e-01 2.1419016653e-01 3.0839049239e-01
9.2656587892e-01 1.7675401630e-02 1.8606305045e-05
2.0766608601e-01 5.2355083503e-01 8.8714816851e-01
9.2627243144e-01 3.6605794974e-01 7.9903704416e-06
7.1341462465e-01 5.5138486212e-01 8.8722811090e-01
1.9987001084e-01 1.5261132243e-01 1.0572270221e+00
7.7254043237e-01 8.7921486003e-01 7.0869056525e-01
3.2371459154e-01 2.8912278984e-01 1.8869442763e+00
4.6416918974e-01 8.8492098303e-01 4.6816388782e-01
8.1315034457e-01 6.9405233792e-02 4.3901105450e-01
4.5131289642e-01 4.7555038955e-01 8.0886783092e-01
2.2844202262e-01 8.4705480575e-01 4.7880765882e-05
3.4085097846e-01 2.0367697660e-02 8.9718454609e-01
8.4463407165e-01 8.4330262563e-01 9.2777835250e-05
5.2049491210e-01 4.9273475273e-01 3.5417520305e-05
9.2486286391e-01 1.9996513955e-01 1.0037086058e+00
8.4661202378e-02 7.3052272722e-01 1.2890541036e+00
7.1655397804e-01 1.6433765549e-01 9.5661769570e-05
1.1799578289e-01 8.6236810319e-01 3.6276469403e-05
9.0597012677e-01 5.8349286823e-01 1.0894562601e+00
3.0542370435e-01 7.9357332563e-01 6.5494676210e-01
8.2266700894e-01 9.1436069675e-01 1.1665469757e+00
4.9415509824e-01 6.1685749215e-01 4.1924965105e-05
4.4683482560e-01 6.2913860480e-01 4.5185725108e-05
8.7164277472e-01 1.5032984672e-01 1.5707275636e+00
7.6537577172e-01 3.6476933641e-02 5.5134531385e-05
1.2600363311e-02 1.0796266704e-01 3.8780878903e-05
8.3284090643e-01 3.1590582111e-01 2.6658151191e-05
9.2491494841e-01 5.4973595836e-02 9.0324913767e-01
7.1924892608e-01 9.2193972330e-01 4.1476532792e-05
1.1556586242e-01 2.9311142498e-01 2.3497656007e-05
8.2408058020e-01 2.8016561436e-01 1.4817160135e+00
8.9555151391e-01 7.6558533211e-01 1.5271731926e-05
6.5529275701e-01 4.8614721493e-01 8.0994098614e-01
5.1562067915e-01 4.0928681095e-01 2.0136591696e-06
2.1355255603e-01 2.6878661802e-01 1.2027949238e-05
6.7714180768e-01 1.9774842425e-01 1.0308281862e-01
7.0606594263e-01 9.0613561872e-01 1.4340811305e+00
9.3124484078e-01 3.6039834000e-01 1.4819698498e-05
6.1260236621e-01 6.4952755531e-01 1.2218367048e+00
6.7607474632e-01 3.7312123855e-01 1.1692184058e+00
7.9606916312e-02 6.9482216502e-01 3.6462330324e-05
